"Record_ID","Form_ID","Gender","Space","Large_Psgr","Legs_on_Seat","Bag"
63,1,"F","01a",0,0,0
64,1,"M","03f",0,0,0
65,1,"M","04f",0,0,0
66,1,"F","07a",0,0,0
67,1,"F","08a",0,0,0
70,1,"M","08f",0,0,0
71,1,"F","09f",0,0,0
68,1,"F","10a",0,0,0
69,1,"F","11a",0,0,0
72,1,"M","11f",0,0,0
73,1,"M","12f",0,0,0
74,1,"M","13f",0,0,0
75,1,"F","14a",0,0,0
76,1,"F","16f",0,0,0
77,1,"M","17f",0,0,0
83,1,"F","18a",0,0,0
84,1,"F","19a",0,0,0
78,1,"M","19f",0,0,0
85,1,"M","20a",0,0,0
79,1,"F","20f",0,0,0
80,1,"F","21f",0,0,0
81,1,"F","22f",0,0,0
86,1,"M","23a",0,0,0
82,1,"F","23f",0,0,0
87,1,"F","24a",0,0,0
88,1,"M","25a",0,0,0
93,1,"M","25f",0,0,0
89,1,"M","26a",0,0,0
94,1,"M","26f",0,0,0
90,1,"F","27a",0,0,0
95,1,"M","27f",0,0,0
91,1,"F","28a",0,0,0
96,1,"F","28f",0,0,0
92,1,"F","29a",0,0,0
97,1,"M","29f",0,0,0
99,1,"M","30a",0,0,0
98,1,"M","31f",0,0,0
100,2,"M","02a",0,0,0
101,2,"M","02f",0,0,0
102,2,"M","05a",0,0,0
103,2,"M","05f",0,0,0
104,2,"F","08a",0,0,0
106,2,"F","08f",0,0,0
105,2,"M","10a",0,0,0
107,2,"M","11f",0,0,0
108,2,"F","13a",0,0,0
109,2,"F","13f",0,0,0
110,2,"M","16f",0,0,0
111,2,"F","21a",0,0,0
112,2,"F","21f",0,0,0
113,2,"F","24a",0,0,0
114,2,"M","24f",0,0,0
115,2,"F","27a",0,0,0
116,2,"M","27f",0,0,0
117,2,"F","30a",0,0,0
118,2,"F","30f",0,0,0
119,2,"M","32a",0,0,0
120,2,"F","32e",0,0,0
121,2,"F","33a",0,0,0
122,2,"F","34f",0,0,0
123,2,"F","35a",0,0,0
124,2,"F","35f",0,0,0
125,2,"M","38a",0,0,0
126,2,"M","38f",0,0,0
127,3,"G","01a",0,0,0
128,3,"M","01f",0,0,0
129,3,"F","02a",0,0,0
130,3,"F","03a",0,0,0
131,3,"M","04f",0,0,0
132,3,"M","05a",0,0,0
133,3,"M","07a",0,0,0
134,3,"F","07f",0,0,0
135,3,"M","08b",0,0,0
136,3,"F","08e",0,0,0
137,3,"F","08f",0,0,0
138,3,"M","10a",0,0,0
139,3,"F","10f",0,0,0
140,3,"F","11a",0,0,0
141,3,"M","11f",0,0,0
142,3,"F","12a",0,0,0
143,3,"F","12f",0,0,0
144,3,"M","13a",0,0,0
145,3,"M","13f",0,0,0
146,3,"F","14a",0,0,0
147,3,"F","14f",0,0,0
148,3,"F","15a",0,0,0
149,3,"M","16a",0,0,0
150,3,"M","16f",0,0,0
151,3,"M","18a",0,0,0
152,3,"F","18f",0,0,0
153,3,"F","19a",0,0,0
154,3,"F","19b",0,0,0
155,3,"F","19f",0,0,0
156,3,"F","21a",0,0,0
157,3,"F","21b",0,0,0
158,3,"M","21f",0,0,0
159,3,"F","22a",0,0,0
160,3,"M","22f",0,0,0
161,3,"F","24a",0,0,0
162,3,"M","24f",0,0,0
163,3,"M","25f",0,0,0
164,3,"F","26a",0,0,0
165,3,"F","26b",0,0,0
166,3,"M","26f",0,0,0
167,3,"M","27a",0,0,0
168,3,"M","27f",0,0,0
169,3,"F","29f",0,0,0
170,3,"F","30b",0,0,0
171,3,"M","30e",0,0,0
172,3,"F","30f",0,0,0
173,3,"F","32a",0,0,0
174,3,"M","32b",0,0,0
175,3,"M","32e",0,0,0
176,3,"F","32f",0,0,0
177,3,"F","33a",0,0,0
178,3,"F","33f",0,0,0
179,3,"F","35a",0,0,0
180,3,"M","35f",0,0,0
181,3,"M","37a",0,0,0
182,3,"F","37d",0,0,0
183,3,"M","39a",0,0,0
184,3,"M","39f",0,0,0
185,3,"M","41f",0,0,0
186,4,"1","01a",0,0,0
188,4,"M","01f",0,0,1
187,4,"F","02a",1,0,0
189,4,"4","02f",0,0,0
190,4,"M","05a",0,0,0
191,4,"M","05f",0,0,0
192,4,"F","08f",0,0,0
193,4,"F","10a",0,0,0
194,4,"M","10b",0,0,0
195,4,"F","10f",0,0,0
196,4,"F","11f",0,0,0
197,4,"M","13a",0,0,0
198,4,"F","16a",0,0,0
199,4,"F","16f",0,0,0
200,4,"M","18a",0,0,0
201,4,"M","18f",0,0,0
202,4,"M","19a",0,0,0
203,4,"F","19f",0,0,0
204,4,"1","21a",0,0,0
205,4,"M","21b",1,0,0
206,4,"F","21e",0,0,0
207,4,"F","21f",0,0,0
208,4,"M","22a",0,0,0
209,4,"F","22f",0,0,0
210,4,"M","24a",0,0,0
211,4,"F","24f",0,0,0
212,4,"F","27a",0,0,0
213,4,"F","27f",0,0,0
214,4,"M","29a",0,0,0
215,4,"M","30a",0,0,0
216,4,"F","30b",0,0,0
217,4,"F","30e",0,0,0
218,4,"F","32a",0,0,0
219,4,"F","32e",0,0,0
220,4,"F","32f",0,0,0
221,4,"F","33a",0,0,0
222,4,"F","35a",0,0,0
223,4,"M","35f",0,0,0
224,4,"M","38a",0,0,0
225,4,"F","38f",0,0,0
226,4,"M","39a",0,0,0
227,4,"F","41e",0,0,0
228,4,"M","41f",0,0,0
229,6,"F","01a",0,0,0
230,6,"F","01f",0,0,0
231,6,"M","02a",0,0,0
232,6,"M","03c",0,0,0
233,6,"F","05a",0,0,0
234,6,"M","05f",0,0,0
235,6,"F","08a",0,0,0
236,6,"F","10a",0,0,0
237,6,"F","13a",0,0,0
238,6,"M","13f",0,0,0
239,6,"M","16a",0,0,0
240,6,"M","16f",0,0,0
241,6,"M","19a",0,0,0
242,6,"M","19e",0,0,0
243,6,"F","19f",0,0,0
244,6,"M","21a",0,0,0
245,6,"M","21e",0,0,0
246,6,"F","21f",0,0,0
247,6,"F","23f",0,0,0
248,6,"F","24a",0,0,0
249,6,"F","27f",0,0,0
250,6,"M","29a",0,0,0
251,6,"M","30a",0,0,0
252,6,"M","30b",0,0,0
253,6,"F","32f",0,0,0
254,6,"F","33a",0,0,0
255,6,"F","33f",0,0,0
256,6,"M","38a",0,0,0
257,6,"M","38f",0,0,0
258,7,"F","02a",0,0,0
259,7,"M","08a",0,0,0
260,7,"F","08f",0,0,0
261,7,"M","10a",0,0,0
262,7,"M","10f",0,0,0
263,7,"F","12a",0,0,0
264,7,"M","16f",0,0,0
265,7,"F","19a",0,0,0
266,7,"M","21f",0,0,0
267,7,"M","24f",0,0,0
268,7,"M","27f",0,0,0
269,7,"M","30a",0,0,0
270,7,"F","30f",0,0,0
271,7,"M","32e",0,0,0
272,7,"M","35a",0,0,0
273,7,"M","38a",0,0,0
274,7,"F","38f",0,0,0
275,8,"F","01a",0,0,0
276,8,"M","02f",0,0,0
277,8,"M","05a",0,0,0
278,8,"F","05f",0,0,0
279,8,"F","07a",0,0,0
280,8,"F","08f",0,0,0
281,8,"4","10a",0,0,0
282,8,"M","10b",0,0,1
283,8,"4","10e",0,0,0
284,8,"M","10f",0,0,1
285,8,"M","13a",0,0,0
286,8,"F","13f",0,0,0
287,8,"F","16a",0,0,0
288,8,"F","16f",0,0,0
289,8,"F","17f",0,0,0
290,8,"M","18a",0,0,0
291,8,"F","19f",0,0,0
292,8,"F","21a",0,0,0
293,8,"M","21f",0,0,0
294,8,"F","22f",0,0,0
295,8,"F","24a",0,0,0
296,8,"M","24f",0,0,0
297,8,"F","27a",0,0,0
298,8,"F","27f",0,0,0
299,8,"M","29f",0,0,0
300,8,"F","30a",0,0,0
301,8,"M","30f",0,0,0
302,8,"F","32f",0,0,0
303,8,"F","33a",0,0,0
304,8,"M","35a",0,0,0
